"1821,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 258,STERNLICHT 258,STERNLICHT 258-1,Single,,CoEd,24-25 WellnessSingle,"
"1822,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 259,STERNLICHT 259,STERNLICHT 259-1,Single,,CoEd,24-25 WellnessSingle,"
"1823,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 260,STERNLICHT 260,STERNLICHT 260-1,Single,,CoEd,24-25 WellnessSingle,"
"1824,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 261,STERNLICHT 261,STERNLICHT 261-1,Single,,CoEd,24-25 WellnessSingle,"
"1825,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 272,STERNLICHT 272,STERNLICHT 272-1,Single,,CoEd,24-25 WellnessSingle,"
"1826,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 273,STERNLICHT 273,STERNLICHT 273-1,Single,,CoEd,24-25 WellnessSingle,"
"1827,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 274,STERNLICHT 274,STERNLICHT 274-1,Single,,CoEd,24-25 WellnessSingle,"
"1828,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 275,STERNLICHT 275,STERNLICHT 275-1,Single,,CoEd,24-25 WellnessSingle,"
"1829,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 279,STERNLICHT 279,STERNLICHT 279-1,Single,,CoEd,24-25 WellnessSingle,"
"1830,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 280,STERNLICHT 280,STERNLICHT 280-1,Single,,CoEd,24-25 WellnessSingle,"
"1831,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 281,STERNLICHT 281,STERNLICHT 281-1,Single,,CoEd,24-25 WellnessSingle,"
"1832,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 284,STERNLICHT 284,STERNLICHT 284-1,Single,,CoEd,24-25 WellnessSingle,"
"1833,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 285,STERNLICHT 285,STERNLICHT 285-1,Single,,CoEd,24-25 WellnessSingle,"

",A,B,C,D,E,F,G,H,I,"
"1834,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 286,STERNLICHT 286,STERNLICHT 286-1,Single,,CoEd,24-25 WellnessSingle,"
"1835,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 287,STERNLICHT 287,STERNLICHT 287-1,Single,,CoEd,24-25 WellnessSingle,"
"1836,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 288,STERNLICHT 288,STERNLICHT 288-1,Single,,CoEd,24-25 WellnessSingle,"
"1837,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 291,STERNLICHT 291 291A,STERNLICHT 291 291A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1838,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 291,STERNLICHT 291 291B,STERNLICHT 291 291B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1839,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 291,STERNLICHT 291 291C,STERNLICHT 291 291C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1840,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 291,STERNLICHT 291 291D,STERNLICHT 291 291D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1841,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 293,STERNLICHT 293 293A,STERNLICHT 293 293A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1842,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 293,STERNLICHT 293 293B,STERNLICHT 293 293B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1843,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 293,STERNLICHT 293 293C,STERNLICHT 293 293C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1844,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 293,STERNLICHT 293 293D,STERNLICHT 293 293D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1845,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 294,STERNLICHT 294 294A,STERNLICHT 294 294A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1846,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 294,STERNLICHT 294 294B,STERNLICHT 294 294B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1847,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 294,STERNLICHT 294 294C,STERNLICHT 294 294C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1848,STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 294,STERNLICHT 294 294D,STERNLICHT 294 294D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1849,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 313,STERNLICHT 313,STERNLICHT 313-1,Single,,CoEd,24-25 WellnessSingle,"
"1850,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 314,STERNLICHT 314,STERNLICHT 314-1,Single,,CoEd,24-25 WellnessSingle,"
"1851,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 315,STERNLICHT 315,STERNLICHT 315-1,Single,,CoEd,24-25 WellnessSingle,"
"1852,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 317,STERNLICHT 317,STERNLICHT 317-1,Single,,CoEd,24-25 WellnessSingle,"
"1853,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 318,STERNLICHT 318,STERNLICHT 318-1,Single,,CoEd,24-25 WellnessSingle,"
"1854,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 319,STERNLICHT 319,STERNLICHT 319-1,Single,,CoEd,24-25 WellnessSingle,"
"1855,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 332,STERNLICHT 332,STERNLICHT 332-1,Single,,CoEd,24-25 WellnessSingle,"
"1856,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 334,STERNLICHT 334,STERNLICHT 334-1,Single,,CoEd,24-25 WellnessSingle,"
"1857,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 341,STERNLICHT 341,STERNLICHT 341-1,Single,,CoEd,24-25 WellnessSingle,"
"1858,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 342,STERNLICHT 342,STERNLICHT 342-1,Single,,CoEd,24-25 WellnessSingle,"
"1859,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 343,STERNLICHT 343,STERNLICHT 343-1,Single,,CoEd,24-25 WellnessSingle,"
"1860,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 344,STERNLICHT 344,STERNLICHT 344-1,Single,,CoEd,24-25 WellnessSingle,"
"1861,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 345,STERNLICHT 345,STERNLICHT 345-1,Single,,CoEd,24-25 WellnessSingle,"
"1862,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 346,STERNLICHT 346,STERNLICHT 346-1,Single,,CoEd,24-25 WellnessSingle,"
"1863,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 347,STERNLICHT 347,STERNLICHT 347-1,Single,,CoEd,24-25 WellnessSingle,"
"1864,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 349,STERNLICHT 349,STERNLICHT 349-1,Single,,CoEd,24-25 WellnessSingle,"
"1865,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 356,STERNLICHT 356,STERNLICHT 356-1,Single,,CoEd,24-25 WellnessSingle,"
"1866,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 357,STERNLICHT 357,STERNLICHT 357-1,Single,,CoEd,24-25 WellnessSingle,"
"1867,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 358,STERNLICHT 358,STERNLICHT 358-1,Single,,CoEd,24-25 WellnessSingle,"
"1868,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 359,STERNLICHT 359,STERNLICHT 359-1,Single,,CoEd,24-25 WellnessSingle,"
"1869,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 360,STERNLICHT 360,STERNLICHT 360-1,Single,,CoEd,24-25 WellnessSingle,"
"1870,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 361,STERNLICHT 361,STERNLICHT 361-1,Single,,CoEd,24-25 WellnessSingle,"
"1871,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 372,STERNLICHT 372,STERNLICHT 372-1,Single,,CoEd,24-25 WellnessSingle,"
"1872,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 373,STERNLICHT 373,STERNLICHT 373-1,Single,,CoEd,24-25 WellnessSingle,"
"1873,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 374,STERNLICHT 374,STERNLICHT 374-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1874,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 375,STERNLICHT 375,STERNLICHT 375-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1875,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 376,STERNLICHT 376,STERNLICHT 376-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1876,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 379,STERNLICHT 379,STERNLICHT 379-1,Single,,CoEd,24-25 WellnessSingle,"
"1877,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 381,STERNLICHT 381,STERNLICHT 381-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1878,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 391,STERNLICHT 391 391A,STERNLICHT 391 391A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1879,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 391,STERNLICHT 391 391B,STERNLICHT 391 391B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1880,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 391,STERNLICHT 391 391C,STERNLICHT 391 391C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"

",A,B,C,D,E,F,G,H,I,"
"1881,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 391,STERNLICHT 391 391D,STERNLICHT 391 391D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1882,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 392,STERNLICHT 392 392A,STERNLICHT 392 392A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1883,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 392,STERNLICHT 392 392B,STERNLICHT 392 392B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1884,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 392,STERNLICHT 392 392C,STERNLICHT 392 392C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1885,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 392,STERNLICHT 392 392D,STERNLICHT 392 392D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1886,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 394,STERNLICHT 394 394A,STERNLICHT 394 394A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1887,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 394,STERNLICHT 394 394B,STERNLICHT 394 394B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1888,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 394,STERNLICHT 394 394C,STERNLICHT 394 394C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1889,STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 394,STERNLICHT 394 394D,STERNLICHT 394 394D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1890,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 412,STERNLICHT 412,STERNLICHT 412-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1891,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 413,STERNLICHT 413,STERNLICHT 413-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1892,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 414,STERNLICHT 414,STERNLICHT 414-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1893,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 415,STERNLICHT 415,STERNLICHT 415-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1894,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 417,STERNLICHT 417,STERNLICHT 417-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1895,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 418,STERNLICHT 418,STERNLICHT 418-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1896,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 419,STERNLICHT 419,STERNLICHT 419-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1897,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 432,STERNLICHT 432,STERNLICHT 432-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1898,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 434,STERNLICHT 434,STERNLICHT 434-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1899,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 437,STERNLICHT 437,STERNLICHT 437-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1900,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 441,STERNLICHT 441,STERNLICHT 441-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1901,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 442,STERNLICHT 442,STERNLICHT 442-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1902,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 443,STERNLICHT 443,STERNLICHT 443-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1903,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 444,STERNLICHT 444,STERNLICHT 444-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1904,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 445,STERNLICHT 445,STERNLICHT 445-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1905,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 446,STERNLICHT 446,STERNLICHT 446-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1906,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 449,STERNLICHT 449,STERNLICHT 449-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1907,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 456,STERNLICHT 456,STERNLICHT 456-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1908,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 457,STERNLICHT 457,STERNLICHT 457-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1909,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 458,STERNLICHT 458,STERNLICHT 458-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1910,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 459,STERNLICHT 459,STERNLICHT 459-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1911,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 460,STERNLICHT 460,STERNLICHT 460-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1912,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 461,STERNLICHT 461,STERNLICHT 461-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1913,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 472,STERNLICHT 472,STERNLICHT 472-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1914,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 473,STERNLICHT 473,STERNLICHT 473-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1915,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 474,STERNLICHT 474,STERNLICHT 474-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1916,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 475,STERNLICHT 475,STERNLICHT 475-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1917,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 479,STERNLICHT 479,STERNLICHT 479-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1918,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 480,STERNLICHT 480,STERNLICHT 480-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1919,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 481,STERNLICHT 481,STERNLICHT 481-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1920,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 484,STERNLICHT 484,STERNLICHT 484-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1921,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 485,STERNLICHT 485,STERNLICHT 485-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1922,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 486,STERNLICHT 486,STERNLICHT 486-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1923,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 488,STERNLICHT 488,STERNLICHT 488-1,Single,,CoEd,24-25 WellnessSubFreeSingle,"
"1924,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 491,STERNLICHT 491 491A,STERNLICHT 491 491A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1925,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 491,STERNLICHT 491 491B,STERNLICHT 491 491B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1926,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 491,STERNLICHT 491 491C,STERNLICHT 491 491C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1927,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 491,STERNLICHT 491 491D,STERNLICHT 491 491D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"

",A,B,C,D,E,F,G,H,I,"
"1928,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 492,STERNLICHT 492 492A,STERNLICHT 492 492A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1929,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 492,STERNLICHT 492 492B,STERNLICHT 492 492B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1930,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 492,STERNLICHT 492 492C,STERNLICHT 492 492C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1931,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 492,STERNLICHT 492 492D,STERNLICHT 492 492D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1932,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 493,STERNLICHT 493 493A,STERNLICHT 493 493A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1933,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 493,STERNLICHT 493 493B,STERNLICHT 493 493B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1934,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 493,STERNLICHT 493 493C,STERNLICHT 493 493C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1935,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 493,STERNLICHT 493 493D,STERNLICHT 493 493D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1936,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 494,STERNLICHT 494 494A,STERNLICHT 494 494A-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1937,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 494,STERNLICHT 494 494B,STERNLICHT 494 494B-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1938,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 494,STERNLICHT 494 494C,STERNLICHT 494 494C-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1939,STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 494,STERNLICHT 494 494D,STERNLICHT 494 494D-1,Single(Suite/Apartment),4,CoEd,24-25 WellnessSuite,"
"1940,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 105,WAYLAND 105,WAYLAND 105-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1941,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 105,WAYLAND 105,WAYLAND 105-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1942,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 107,WAYLAND 107,WAYLAND 107-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1943,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 107,WAYLAND 107,WAYLAND 107-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1944,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 111,WAYLAND 111,WAYLAND 111-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1945,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 111,WAYLAND 111,WAYLAND 111-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1946,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 114,WAYLAND 114,WAYLAND 114-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1947,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 114,WAYLAND 114,WAYLAND 114-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1948,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 116,WAYLAND 116,WAYLAND 116-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1949,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 116,WAYLAND 116,WAYLAND 116-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1950,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 118,WAYLAND 118,WAYLAND 118-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1951,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 120,WAYLAND 120,WAYLAND 120-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1952,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 120,WAYLAND 120,WAYLAND 120-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1953,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 120,WAYLAND 120,WAYLAND 120-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1954,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 122,WAYLAND 122,WAYLAND 122-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1955,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 123,WAYLAND 123,WAYLAND 123-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1956,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 123,WAYLAND 123,WAYLAND 123-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1957,WAYLAND HOUSE,WAYLAND FL 1N,WAYLAND 123,WAYLAND 123,WAYLAND 123-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1958,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 126,WAYLAND 126,WAYLAND 126-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1959,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 127,WAYLAND 127,WAYLAND 127-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1960,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 127,WAYLAND 127,WAYLAND 127-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1961,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 130,WAYLAND 130,WAYLAND 130-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1962,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 130,WAYLAND 130,WAYLAND 130-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1963,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 130,WAYLAND 130,WAYLAND 130-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1964,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 134,WAYLAND 134,WAYLAND 134-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1965,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 134,WAYLAND 134,WAYLAND 134-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1966,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 136,WAYLAND 136,WAYLAND 136-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1967,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 136,WAYLAND 136,WAYLAND 136-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1968,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 139,WAYLAND 139,WAYLAND 139-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1969,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 139,WAYLAND 139,WAYLAND 139-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1970,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 143,WAYLAND 143,WAYLAND 143-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1971,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 143,WAYLAND 143,WAYLAND 143-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1972,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 145,WAYLAND 145,WAYLAND 145-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1973,WAYLAND HOUSE,WAYLAND FL 1S,WAYLAND 145,WAYLAND 145,WAYLAND 145-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1974,WAYLAND HOUSE,WAYLAND FL 2,WAYLAND 201,WAYLAND 201,WAYLAND 201-1,Double,,CoEd,24-25 SpringGeneralSelection,"

",A,B,C,D,E,F,G,H,I,"
"1975,WAYLAND HOUSE,WAYLAND FL 2,WAYLAND 201,WAYLAND 201,WAYLAND 201-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1976,WAYLAND HOUSE,WAYLAND FL 2,WAYLAND 202,WAYLAND 202,WAYLAND 202-1,Double,,CoEd,24-25 SpringGeneralSelection,"
